"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11614","LoginProductionSuccess","","Mon Jun 09 12:48:02 UTC 2025","passed","Mon Jun 09 12:48:13 UTC 2025","","WeTransact.Publisher.AutomationTest.Production.LoginProductionTests","WeTransact.Publisher.AutomationTest.Production.LoginProductionTests",""
